Reason_ID,Vehicle_ID,Weather_Conditions,Light_Conditions,Road_Surface_Conditions,Speed_limit,Accident_Date,Pedestrian_Crossing-Human_Control,Accident_Severity
4560,5881,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
50736,5882,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
78258,5883,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
50522,5884,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
52484,5885,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
43279,5886,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
103883,5887,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
52186,5888,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
119042,5889,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
56894,5890,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,2
52283,5891,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
24420,5892,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
49837,5893,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
31676,5894,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
61219,5895,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
70850,5896,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
117174,5897,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
126003,5898,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
48818,5899,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
84193,5900,Raining without high winds,Daylight: Street light present,Wet/Damp,30,7/12/2021,None within 50 metres,3
92739,5901,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
1531,5902,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
46841,5903,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
58704,5904,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,2
2446,5905,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
38393,5906,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
92461,5907,Fine without high winds,Daylight: Street light present,Dry,50,7/12/2021,None within 50 metres,3
46590,5908,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
113398,5909,Raining without high winds,Daylight: Street light present,Wet/Damp,30,7/12/2021,None within 50 metres,3
110687,5910,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
33993,5911,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/12/2021,None within 50 metres,3
26854,5912,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
76370,5913,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/12/2021,None within 50 metres,3
26170,5914,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,2
71502,5915,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,2
98071,5916,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
33558,5917,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,2
126648,5918,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
5541,5919,Fine without high winds,Daylight: Street light present,Dry,40,7/12/2021,None within 50 metres,3
119914,5920,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
5960,5921,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
60374,5922,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
58841,5923,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
21279,5924,Fine without high winds,Daylight: Street light present,Dry,50,7/12/2021,None within 50 metres,3
45787,5925,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/12/2021,None within 50 metres,3
66126,5926,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
79505,5927,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
120040,5928,Fine without high winds,Daylight: Street light present,Dry,50,7/12/2021,None within 50 metres,3
47204,5929,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
37537,5930,Fine without high winds,Daylight: Street light present,Dry,50,7/12/2021,None within 50 metres,3
90604,5931,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
94869,5932,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/12/2021,None within 50 metres,3
56804,5933,Fine without high winds,Daylight: Street light present,Dry,40,7/12/2021,None within 50 metres,3
48762,5934,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/12/2021,None within 50 metres,3
77908,5935,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/12/2021,None within 50 metres,3
105308,5936,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
127064,5937,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
55623,5938,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
94636,5939,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
23303,5940,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/12/2021,None within 50 metres,3
103741,5941,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
103688,5942,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/12/2021,None within 50 metres,2
54927,5943,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
1216,5944,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
100484,5945,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
88696,5946,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
115736,5947,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
54220,5948,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
85579,5949,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/12/2021,None within 50 metres,3
114639,5950,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
65605,5951,Raining without high winds,Daylight: Street light present,Wet/Damp,30,7/12/2021,None within 50 metres,3
62920,5952,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
86058,5953,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
37588,5954,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
7573,5955,Fine without high winds,Daylight: Street light present,Dry,50,7/12/2021,None within 50 metres,3
50494,5956,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
103123,5957,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
97578,5958,Fine without high winds,Daylight: Street light present,Dry,40,7/12/2021,None within 50 metres,3
48278,5959,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
121483,5960,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
68958,5961,Raining without high winds,Daylight: Street light present,Wet/Damp,30,7/12/2021,None within 50 metres,3
113016,5962,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
99982,5963,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
7339,5964,Fine without high winds,Darkness: Street lights present and lit,Wet/Damp,30,7/12/2021,None within 50 metres,3
72653,5965,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
105216,5966,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
20424,5967,Fine without high winds,Daylight: Street light present,Dry,40,7/12/2021,None within 50 metres,3
96740,5968,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
83029,5969,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
22526,5970,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
16170,5971,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
127097,5972,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
15279,5973,Raining without high winds,Daylight: Street light present,Wet/Damp,30,7/12/2021,None within 50 metres,3
49612,5974,Fine without high winds,Darkness: Street lights present and lit,Dry,40,7/12/2021,None within 50 metres,3
46364,5975,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
15150,5976,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/12/2021,None within 50 metres,3
70799,5977,Fine without high winds,Daylight: Street light present,Dry,50,7/12/2021,None within 50 metres,2
30413,5978,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/12/2021,None within 50 metres,2
65986,5979,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
26722,5980,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
76676,5981,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/12/2021,None within 50 metres,3
6683,5982,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/12/2021,None within 50 metres,3
114964,5983,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/12/2021,None within 50 metres,3
36775,5984,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
73339,5985,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/12/2021,None within 50 metres,3
49524,5986,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,2
52609,5987,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,2
79345,5988,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
28163,5989,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
77762,5990,Fine without high winds,Darkness: Street lights present and lit,Dry,50,7/12/2021,None within 50 metres,3
57640,5991,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/12/2021,None within 50 metres,3
31167,5992,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,2
23831,5993,Fine without high winds,Daylight: Street light present,Dry,40,7/12/2021,None within 50 metres,3
92274,5994,Fine without high winds,Daylight: Street light present,Dry,50,7/12/2021,None within 50 metres,3
56052,5995,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
113600,5996,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
52657,5997,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
39122,5998,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,7/12/2021,None within 50 metres,3
85158,5999,Fine without high winds,Daylight: Street light present,Dry,50,7/12/2021,None within 50 metres,3
87630,6000,Fine without high winds,Daylight: Street light present,Dry,50,7/12/2021,None within 50 metres,2
44147,6001,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
51163,6002,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/12/2021,None within 50 metres,3
124532,6003,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
95122,6004,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/12/2021,None within 50 metres,3
6984,6005,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
115982,6006,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,2
73568,6007,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
32572,6008,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
24632,6009,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
106358,6010,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
128906,6011,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
15178,6012,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
946,6013,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
114650,6014,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
71719,6015,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
104318,6016,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
100272,6017,Fine without high winds,Daylight: Street light present,Dry,50,7/12/2021,None within 50 metres,3
36697,6018,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
103279,6019,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
31465,6020,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
120583,6021,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
127912,6022,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
1599,6023,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
84243,6024,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/12/2021,None within 50 metres,3
31135,6025,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,2
100028,6026,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
65259,6027,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
45736,6028,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,2
82987,6029,Fine without high winds,Daylight: Street light present,Wet/Damp,30,7/12/2021,None within 50 metres,3
1877,6030,Fine without high winds,Darkness: Street lights present and lit,Dry,40,7/12/2021,None within 50 metres,3
20994,6031,Fine without high winds,Daylight: Street light present,Dry,50,7/12/2021,None within 50 metres,3
112742,6032,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
104836,6033,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
112939,6034,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/12/2021,None within 50 metres,3
26271,6035,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
46410,6036,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/12/2021,None within 50 metres,3
98532,6037,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/12/2021,None within 50 metres,3
123162,6038,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/12/2021,None within 50 metres,3
49987,6039,Fine without high winds,Darkness: Street lights present and lit,Dry,40,7/12/2021,None within 50 metres,3
13457,6040,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
62772,6041,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
8487,6042,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
20428,6043,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
17069,6044,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
106901,6045,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
29982,6046,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
36849,6047,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,2
51902,6048,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
33488,6049,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
45088,6050,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
102574,6051,Fine without high winds,Daylight: Street light present,Dry,50,7/12/2021,None within 50 metres,3
19203,6052,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/12/2021,None within 50 metres,3
113435,6053,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
123586,6054,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
8019,6055,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
101848,6056,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,2
126127,6057,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
51134,6058,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
97431,6059,Raining without high winds,Daylight: Street light present,Wet/Damp,30,7/12/2021,None within 50 metres,3
49363,6060,Fine without high winds,Daylight: Street light present,Wet/Damp,30,7/12/2021,None within 50 metres,3
30568,6061,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
3201,6062,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
28058,6063,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
69370,6064,Raining without high winds,Daylight: Street light present,Wet/Damp,30,7/12/2021,None within 50 metres,3
75332,6065,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
116884,6066,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
70606,6067,Fine without high winds,Daylight: Street light present,Dry,50,7/12/2021,None within 50 metres,3
120862,6068,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
39545,6069,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/12/2021,None within 50 metres,3
96892,6070,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/12/2021,None within 50 metres,3
65257,6071,Fine without high winds,Daylight: Street light present,Dry,50,7/12/2021,None within 50 metres,3
22714,6072,Fine without high winds,Daylight: Street light present,Dry,50,7/12/2021,None within 50 metres,3
126047,6073,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
85993,6074,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
93585,6075,Fine without high winds,Daylight: Street light present,Dry,30,7/12/2021,None within 50 metres,3
72000,6076,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/12/2021,None within 50 metres,3
128471,6077,Fine without high winds,Darkness: Street lights present and lit,Dry,50,7/12/2021,None within 50 metres,3
40380,6078,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,50,7/12/2021,None within 50 metres,3
53801,6079,Fine without high winds,Daylight: Street light present,Dry,30,7/13/2021,None within 50 metres,3
777,6080,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/13/2021,None within 50 metres,3
36520,6081,Fine without high winds,Daylight: Street light present,Dry,30,7/13/2021,None within 50 metres,3
26096,6082,Fine without high winds,Daylight: Street light present,Dry,30,7/13/2021,None within 50 metres,3
43099,6083,Fine without high winds,Daylight: Street light present,Dry,30,7/13/2021,None within 50 metres,3
61402,6084,Fine without high winds,Daylight: Street light present,Dry,30,7/13/2021,None within 50 metres,3
79074,6085,Fine without high winds,Daylight: Street light present,Dry,30,7/13/2021,None within 50 metres,3
110545,6086,Fine without high winds,Daylight: Street light present,Dry,30,7/13/2021,None within 50 metres,3
90258,6087,Fine without high winds,Daylight: Street light present,Dry,30,7/13/2021,None within 50 metres,2
67721,6088,Fine without high winds,Darkness: Street lights present and lit,Dry,50,7/13/2021,None within 50 metres,3
11817,6089,Fine without high winds,Daylight: Street light present,Dry,30,7/13/2021,None within 50 metres,2
111752,6090,Fine without high winds,Daylight: Street light present,Dry,30,7/13/2021,None within 50 metres,3
57195,6091,Fine without high winds,Daylight: Street light present,Dry,30,7/13/2021,None within 50 metres,3
125030,6092,Fine without high winds,Daylight: Street light present,Dry,30,7/13/2021,None within 50 metres,3
30549,6093,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/13/2021,None within 50 metres,3
10444,6094,Fine without high winds,Daylight: Street light present,Dry,30,7/13/2021,None within 50 metres,3
90189,6095,Fine without high winds,Daylight: Street light present,Dry,30,7/13/2021,None within 50 metres,3
497,6096,Raining without high winds,Daylight: Street light present,Wet/Damp,50,7/13/2021,None within 50 metres,2
53243,6097,Fine without high winds,Daylight: Street light present,Dry,30,7/13/2021,None within 50 metres,3
119177,6098,Fine without high winds,Daylight: Street light present,Dry,30,7/13/2021,None within 50 metres,3
113844,6099,Raining without high winds,Daylight: Street light present,Wet/Damp,30,7/13/2021,None within 50 metres,2
119209,6100,Fine without high winds,Daylight: Street light present,Dry,30,7/13/2021,None within 50 metres,3
84750,6101,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,7/13/2021,None within 50 metres,3
68986,6102,Raining without high winds,Daylight: Street light present,Wet/Damp,30,7/13/2021,None within 50 metres,3
49659,6103,Fine without high winds,Daylight: Street light present,Dry,30,7/13/2021,None within 50 metres,3
40221,6104,Fine without high winds,Daylight: Street light present,Dry,30,7/13/2021,None within 50 metres,3
22193,6105,Fine without high winds,Daylight: Street light present,Dry,30,7/13/2021,None within 50 metres,3
66990,6106,Fine without high winds,Daylight: Street light present,Dry,30,7/13/2021,None within 50 metres,3
1846,6107,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/13/2021,None within 50 metres,2
26586,6108,Fine without high winds,Daylight: Street light present,Dry,30,7/13/2021,None within 50 metres,3
27333,6109,Fine without high winds,Daylight: Street light present,Dry,30,7/13/2021,None within 50 metres,3
81744,6110,Fine without high winds,Daylight: Street light present,Dry,30,7/13/2021,None within 50 metres,3
33503,6111,Fine without high winds,Daylight: Street light present,Dry,30,7/13/2021,None within 50 metres,2
33989,6112,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/13/2021,None within 50 metres,3
6415,6113,Fine without high winds,Daylight: Street light present,Dry,30,7/13/2021,None within 50 metres,3
116290,6114,Fine without high winds,Daylight: Street light present,Dry,30,7/13/2021,None within 50 metres,3
43145,6115,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/13/2021,None within 50 metres,3
63412,6116,Fine without high winds,Daylight: Street light present,Dry,30,7/13/2021,None within 50 metres,3
106920,6117,Fine without high winds,Daylight: Street light present,Dry,30,7/13/2021,None within 50 metres,3
37836,6118,Fine without high winds,Daylight: Street light present,Dry,30,7/13/2021,None within 50 metres,3
7279,6119,Fine without high winds,Daylight: Street light present,Dry,30,7/13/2021,None within 50 metres,3
9973,6120,Fine without high winds,Daylight: Street light present,Dry,30,7/13/2021,None within 50 metres,3
29465,6121,Raining without high winds,Daylight: Street light present,Wet/Damp,30,7/13/2021,None within 50 metres,3
77456,6122,Raining without high winds,Daylight: Street light present,Wet/Damp,30,7/14/2021,None within 50 metres,3
42607,6123,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/14/2021,None within 50 metres,3
78316,6124,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/14/2021,None within 50 metres,3
36718,6125,Fine without high winds,Daylight: Street light present,Dry,30,7/14/2021,None within 50 metres,3
74539,6126,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/14/2021,None within 50 metres,3
84880,6127,Raining without high winds,Daylight: Street light present,Wet/Damp,30,7/14/2021,None within 50 metres,3
31503,6128,Raining without high winds,Daylight: Street light present,Wet/Damp,30,7/14/2021,None within 50 metres,3
84648,6129,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/14/2021,None within 50 metres,3
105682,6130,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/14/2021,None within 50 metres,3
44792,6131,Fine without high winds,Daylight: Street light present,Dry,30,7/14/2021,None within 50 metres,3
72583,6132,Fine without high winds,Daylight: Street light present,Dry,30,7/14/2021,None within 50 metres,3
65997,6133,Fine without high winds,Daylight: Street light present,Dry,30,7/14/2021,None within 50 metres,3
116984,6134,Fine without high winds,Daylight: Street light present,Dry,30,7/14/2021,None within 50 metres,3
27552,6135,Fine without high winds,Daylight: Street light present,Dry,30,7/14/2021,None within 50 metres,3
48498,6136,Fine without high winds,Daylight: Street light present,Dry,30,7/14/2021,None within 50 metres,3
40939,6137,Raining without high winds,Daylight: Street light present,Wet/Damp,30,7/14/2021,None within 50 metres,2
63108,6138,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/14/2021,None within 50 metres,3
55664,6139,Fine without high winds,Darkness: Street lights present and lit,Dry,40,7/14/2021,None within 50 metres,3
109593,6140,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,7/14/2021,None within 50 metres,3
85168,6141,Fine without high winds,Daylight: Street light present,Dry,30,7/14/2021,None within 50 metres,3
54378,6142,Fine without high winds,Daylight: Street light present,Dry,30,7/14/2021,None within 50 metres,3
35195,6143,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/14/2021,None within 50 metres,3
66429,6144,Fine without high winds,Daylight: Street light present,Dry,30,7/14/2021,None within 50 metres,3
25525,6145,Fine without high winds,Daylight: Street light present,Dry,30,7/14/2021,None within 50 metres,3
57071,6146,Fine without high winds,Daylight: Street light present,Dry,30,7/14/2021,None within 50 metres,3
111106,6147,Fine without high winds,Darkness: Street lights present and lit,Wet/Damp,30,7/14/2021,None within 50 metres,3
8455,6148,Fine without high winds,Daylight: Street light present,Dry,30,7/14/2021,None within 50 metres,3
112716,6149,Fine without high winds,Daylight: Street light present,Dry,30,7/14/2021,None within 50 metres,3
18452,6150,Fine without high winds,Darkness: Street lighting unknown,Dry,30,7/14/2021,None within 50 metres,3
16137,6151,Fine without high winds,Daylight: Street light present,Dry,30,7/14/2021,None within 50 metres,3
95953,6152,Fine without high winds,Daylight: Street light present,Dry,30,7/14/2021,None within 50 metres,3
36996,6153,Other,Darkness: Street lights present and lit,Wet/Damp,30,7/14/2021,None within 50 metres,3
8147,6154,Fine without high winds,Daylight: Street light present,Dry,30,7/14/2021,None within 50 metres,3
102844,6155,Fine without high winds,Daylight: Street light present,Dry,30,7/14/2021,None within 50 metres,3
73829,6156,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/14/2021,None within 50 metres,3
101589,6157,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/14/2021,None within 50 metres,2
13144,6158,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/14/2021,None within 50 metres,3
25609,6159,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/14/2021,None within 50 metres,3
24235,6160,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,7/14/2021,None within 50 metres,3
33082,6161,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/14/2021,None within 50 metres,3
41972,6162,Fine without high winds,Daylight: Street light present,Dry,30,7/14/2021,None within 50 metres,3
99963,6163,Fine without high winds,Daylight: Street light present,Dry,30,7/14/2021,None within 50 metres,3
104675,6164,Fine without high winds,Daylight: Street light present,Dry,30,7/14/2021,None within 50 metres,3
58452,6165,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/14/2021,None within 50 metres,3
13255,6166,Fine without high winds,Daylight: Street light present,Dry,50,7/14/2021,None within 50 metres,3
17047,6167,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/14/2021,None within 50 metres,3
88248,6168,Fine without high winds,Daylight: Street light present,Dry,30,7/14/2021,Control by other authorised person,3
