Vehicle_ID,Vehicle_Name,Vehicle_Type,Color
30724,HONDA,02 - Automobile,RED
59725,HONDA,02 - Automobile,RED
125344,TOYOTA,02 - Automobile,BLACK
55020,TOYOTA,02 - Automobile,BLACK
108750,TOYOTA,02 - Automobile,BLACK
94360,TOYOTA,02 - Automobile,BLACK
67094,TOYOTA,02 - Automobile,BLACK
42713,TOYOTA,02 - Automobile,BLACK
86978,TOYOTA,02 - Automobile,BLACK
46065,BMW,02 - Automobile,BLACK
21828,BMW,02 - Automobile,BLACK
2228,BMW,02 - Automobile,BLACK
106998,BMW,02 - Automobile,BLACK
109913,BMW,02 - Automobile,BLACK
24288,BMW,02 - Automobile,BLACK
16533,BMW,02 - Automobile,BLACK
19401,BMW,02 - Automobile,BLACK
58226,BMW,02 - Automobile,BLACK
81768,BMW,02 - Automobile,BLACK
100260,BMW,02 - Automobile,BLACK
124082,BMW,02 - Automobile,BLACK
114271,BMW,02 - Automobile,BLACK
34278,BMW,02 - Automobile,BLACK
69393,CHEVY,02 - Automobile,BLACK
83949,CHEVY,02 - Automobile,BLACK
73200,CHEVY,02 - Automobile,BLACK
115256,HONDA,02 - Automobile,BLACK
28116,HONDA,02 - Automobile,BLACK
8299,HONDA,02 - Automobile,BLACK
16210,HONDA,02 - Automobile,BLACK
44065,HONDA,02 - Automobile,BLACK
63239,HONDA,02 - Automobile,BLACK
57277,HONDA,02 - Automobile,BLACK
3156,HONDA,02 - Automobile,BLACK
63884,HONDA,02 - Automobile,BLACK
50441,HONDA,02 - Automobile,BLACK
118865,FORD,02 - Automobile,WHITE
105792,FORD,05 - Light Duty Truck,BROWN
74735,CHEVROLET,02 - Automobile,WHITE
97729,CHEVROLET,02 - Automobile,WHITE
16881,CHEVROLET,02 - Automobile,WHITE
35470,CHEVROLET,02 - Automobile,WHITE
53950,CHEVROLET,02 - Automobile,WHITE
58344,HONDA,02 - Automobile,WHITE
77630,HONDA,02 - Automobile,WHITE
119902,HONDA,02 - Automobile,WHITE
109860,HONDA,02 - Automobile,WHITE
121131,HONDA,02 - Automobile,WHITE
124311,HONDA,02 - Automobile,WHITE
76023,JEEP,02 - Automobile,GRAY
97067,JEEP,02 - Automobile,GRAY
56937,JEEP,02 - Automobile,GRAY
127389,JEEP,02 - Automobile,GRAY
109050,JEEP,02 - Automobile,GRAY
78394,JEEP,02 - Automobile,GRAY
67609,JEEP,02 - Automobile,GRAY
54948,JEEP,02 - Automobile,GRAY
118976,JEEP,02 - Automobile,GRAY
40326,JEEP,02 - Automobile,GRAY
92439,JEEP,02 - Automobile,GRAY
110287,CHEVY,05 - Light Duty Truck,WHITE
113151,NISSAN,02 - Automobile,BLACK
73008,NISSAN,02 - Automobile,BLACK
91674,NISSAN,02 - Automobile,BLACK
17987,NISSAN,02 - Automobile,BLACK
2675,NISSAN,02 - Automobile,BLACK
100845,NISSAN,02 - Automobile,BLACK
47328,FORD,02 - Automobile,"BLUE, DARK"
70566,TOYOTA,02 - Automobile,N/A
11634,TOYOTA,02 - Automobile,N/A
27230,TOYOTA,02 - Automobile,BLACK
91160,NISSIAN,02 - Automobile,WHITE
55924,JEEP,02 - Automobile,GRAY
16970,TOYT,02 - Automobile,SILVER
47228,HYUN,02 - Automobile,RED
92064,MERZ,02 - Automobile,SILVER
111248,HONDA,02 - Automobile,GRAY
83306,HONDA,02 - Automobile,GRAY
119831,DODGE,02 - Automobile,SILVER
104867,TOYOTA,02 - Automobile,N/A
97840,CHEVROLET,02 - Automobile,N/A
125277,PONTIAC,02 - Automobile,GRAY
37199,PONTIAC,02 - Automobile,GRAY
38883,PONTIAC,02 - Automobile,GRAY
107994,PONTIAC,02 - Automobile,GRAY
114013,NISSAN,02 - Automobile,GRAY
24114,MERZ,02 - Automobile,SILVER
48156,HONDA,02 - Automobile,WHITE
60632,MAZDA,02 - Automobile,GRAY
119290,MAZDA,02 - Automobile,GRAY
24333,TOYOTA,02 - Automobile,"BLUE, DARK"
91788,TOYOTA,02 - Automobile,"BLUE, DARK"
1854,HONDA,02 - Automobile,GRAY
99520,FORD,05 - Light Duty Truck,BROWN
50570,FORD,05 - Light Duty Truck,BROWN
29144,BMW,02 - Automobile,BLUE
62263,KIA,02 - Automobile,RED
110245,KIA,02 - Automobile,RED
61958,SUB,02 - Automobile,BLACK
51453,FORD,02 - Automobile,WHITE
54990,HONDA,02 - Automobile,BLACK
2321,MITSUBISHI,02 - Automobile,BLACK
57632,MITSUBISHI,02 - Automobile,BLACK
15350,LEXS,02 - Automobile,MAROON
56347,LINCOLN,02 - Automobile,BLACK
104076,HONDA,02 - Automobile,GREEN
115929,TOYOTA,02 - Automobile,WHITE
77549,HONDA,02 - Automobile,SILVER
51542,ACURA,02 - Automobile,BLACK
56494,HOND,02 - Automobile,BLACK
78549,HOND,02 - Automobile,GREEN
50567,SUBA,02 - Automobile,BRONZE
55921,VW,02 - Automobile,SILVER
28151,HOND,02 - Automobile,RED
59492,HONDA,02 - Automobile,BLUE
65950,HON,02 - Automobile,BLUE
21933,TOYT,02 - Automobile,GRAY
33543,TOYT,02 - Automobile,WHITE
18637,FORD,02 - Automobile,GRAY
23415,FORD,02 - Automobile,GRAY
73310,FORD,02 - Automobile,RED
64191,TOYOTA,02 - Automobile,SILVER
48834,TOYT,02 - Automobile,SILVER
63644,TOYT,02 - Automobile,SILVER
122212,MAZDA,02 - Automobile,"BLUE, LIGHT"
11252,MAZDA,02 - Automobile,"BLUE, LIGHT"
79388,HYUNDAI,02 - Automobile,GRAY
43223,TOYOTA,02 - Automobile,SILVER
110548,AUDI,02 - Automobile,GRAY
33676,JEEP,02 - Automobile,BLUE
62150,NISSAN,02 - Automobile,BLACK
24679,TOYT,02 - Automobile,WHITE
78824,DODGE,02 - Automobile,WHITE
35891,KIA,02 - Automobile,BLUE
83800,CHEVY,02 - Automobile,BLACK
68762,CHEVY,02 - Automobile,BLACK
93483,CHEVY,02 - Automobile,BLACK
46308,CHEVY,02 - Automobile,BLACK
108381,FORD,02 - Automobile,GRAY
38387,FORD,02 - Automobile,GRAY
27812,FORD,02 - Automobile,GRAY
122054,MERCEDES,02 - Automobile,WHITE
98621,MERCEDES,02 - Automobile,WHITE
122765,MERCEDES,02 - Automobile,WHITE
9852,MERCEDES,02 - Automobile,WHITE
11933,HONDA,02 - Automobile,WHITE
122552,CHEV,02 - Automobile,BEIGE
100397,CHEV,02 - Automobile,BEIGE
44764,CHEV,02 - Automobile,BEIGE
62429,KIA,02 - Automobile,SILVER
34055,CHEVROLET,02 - Automobile,WHITE
121838,CHEVROLET,02 - Automobile,WHITE
39407,CHEVROLET,02 - Automobile,WHITE
50792,TOY,02 - Automobile,SILVER
87190,HOND,02 - Automobile,SILVER
79992,TOYOTA,02 - Automobile,BLUE
60628,HONDA,02 - Automobile,GRAY
84111,HONDA,02 - Automobile,GRAY
43898,NISSAN,02 - Automobile,BLACK
102046,HOND,02 - Automobile,BLACK
3957,HONDA,02 - Automobile,SILVER
118310,LEXS,02 - Automobile,BLACK
29899,LEXS,02 - Automobile,BLACK
15889,FORD,02 - Automobile,WHITE
79923,VW,02 - Automobile,WHITE
108998,HONDA,02 - Automobile,BLACK
54266,HYUNDIA,02 - Automobile,WHITE
18374,TOYT,02 - Automobile,BLUE
21544,FORD,02 - Automobile,"BLUE, DARK"
94420,FORD,02 - Automobile,RED
108130,HONDA,02 - Automobile,BEIGE
37087,HONDA,02 - Automobile,BEIGE
46309,FORD,02 - Automobile,SILVER
57577,NISSAN,02 - Automobile,SILVER
64220,DODGE,02 - Automobile,WHITE
60801,HONDA,02 - Automobile,WHITE
62802,SATURN,02 - Automobile,BEIGE
36739,NISSAN,02 - Automobile,RED
90834,ACUR,02 - Automobile,"GREEN, DK"
76805,ACUR,02 - Automobile,"GREEN, DK"
36887,LINC,02 - Automobile,SILVER
21093,LINC,02 - Automobile,SILVER
119330,TOYOTA,02 - Automobile,RED
1052,TOYOTA,02 - Automobile,RED
128364,TOYOTA,02 - Automobile,RED
123540,TOYOTA,02 - Automobile,SILVER
85306,TOYOTA,02 - Automobile,GRAY
40917,HONDA,02 - Automobile,GRAY
51875,NISSAN,02 - Automobile,GRAY
87312,NISSAN,02 - Automobile,GRAY
129279,NISSAN,02 - Automobile,GRAY
95607,BMW,02 - Automobile,SILVER
62244,BMW,02 - Automobile,SILVER
104616,HONDA,02 - Automobile,RED
26934,GS350,02 - Automobile,BLACK
107979,GS350,02 - Automobile,BLACK
19859,GS350,02 - Automobile,BLACK
87378,GS350,02 - Automobile,BLACK
8589,VOLK,02 - Automobile,RED
98917,VOLK,02 - Automobile,RED
56768,HYUN,02 - Automobile,SILVER
2401,HONDA,02 - Automobile,SILVER
128719,HONDA,02 - Automobile,SILVER
116099,FORD,02 - Automobile,RED
102032,FORD,02 - Automobile,RED
6576,FORD,05 - Light Duty Truck,SILVER
50293,FORD,05 - Light Duty Truck,SILVER
10701,DODGE,02 - Automobile,WHITE
47440,CHEVY,05 - Light Duty Truck,"BLUE, DARK"
113766,LEXUS,02 - Automobile,WHITE
14684,LEXUS,02 - Automobile,WHITE
78094,NISSAN,02 - Automobile,MAROON
64641,VOLKS,02 - Automobile,SILVER
4128,VOLKS,02 - Automobile,SILVER
94240,NISSAN,02 - Automobile,BLACK
86764,NISSAN,02 - Automobile,BLACK
72622,HOND,02 - Automobile,SILVER
45810,HOND,02 - Automobile,SILVER
9824,DODG,05 - Light Duty Truck,BLACK
33973,MAZD,02 - Automobile,SILVER
44797,MAZD,02 - Automobile,SILVER
87218,HOND,02 - Automobile,SILVER
110865,HOND,02 - Automobile,SILVER
108587,TOYT,02 - Automobile,BLACK
6928,TOYT,02 - Automobile,BLACK
111078,TOYT,02 - Automobile,"BLUE, LIGHT"
18058,TOYT,02 - Automobile,"BLUE, LIGHT"
31730,HYUNDAI,02 - Automobile,BLACK
47427,HONDA,02 - Automobile,RED
29639,NISSAN,02 - Automobile,BLACK
105961,CHEVY,05 - Light Duty Truck,GREEN
100177,FORD,02 - Automobile,GRAY
107539,HOND,02 - Automobile,"BLUE, DARK"
58345,CHRY,02 - Automobile,GOLD
33361,CHRY,02 - Automobile,GOLD
71200,BUIC,02 - Automobile,WHITE
40983,BUIC,02 - Automobile,WHITE
14563,TOYOTA,02 - Automobile,BLACK
8607,TOYOTA,02 - Automobile,BLACK
7860,VOLK,02 - Automobile,GREEN
84756,VOLK,02 - Automobile,GREEN
120931,TOYOTA,02 - Automobile,SILVER
48340,TOYOTA,02 - Automobile,SILVER
27138,TOYOTA,02 - Automobile,"BLUE, LIGHT"
62992,TOYOTA,02 - Automobile,"BLUE, LIGHT"
94239,NISS,02 - Automobile,SILVER
121872,NISS,02 - Automobile,SILVER
15678,NISS,02 - Automobile,SILVER
57228,FORD,02 - Automobile,BLACK
38778,FORD,02 - Automobile,WHITE
71060,FORD,02 - Automobile,"GREEN, DK"
50382,CHRYSLER,02 - Automobile,SILVER
69313,CHRYSLER,02 - Automobile,SILVER
67434,HYUNDAI,05 - Light Duty Truck,GRAY
109042,TOYOTA,05 - Light Duty Truck,RED
109375,FORD,03 - Station Wagon,BLACK
94099,NISSAN,02 - Automobile,GOLD
1899,NISSAN,02 - Automobile,GOLD
28369,TOYOTA,02 - Automobile,BLUE
51897,TOTOTA,02 - Automobile,GRAY
40354,HYUNDAI,02 - Automobile,GOLD
19250,VOLK,02 - Automobile,GRAY
68807,HONDA,02 - Automobile,BLACK
13009,NISSAN,02 - Automobile,GRAY
80162,NISSAN,02 - Automobile,GRAY
121548,BMW,02 - Automobile,BLUE
94191,TOYOTA,02 - Automobile,GRAY
18579,TOYOTA,02 - Automobile,GRAY
77453,NISSAN,02 - Automobile,BLUE
45822,NISSAN,02 - Automobile,BLUE
1197,NISSAN,02 - Automobile,BLUE
106299,HYUN,02 - Automobile,GRAY
97612,TOYT,02 - Automobile,GREEN
1649,TOYT,02 - Automobile,GREEN
3430,TOYT,02 - Automobile,GREEN
49752,CHEVROLET,02 - Automobile,BLUE
29305,HONDA,02 - Automobile,WHITE
80583,HONDA,02 - Automobile,WHITE
94754,HYUNDAI,02 - Automobile,SILVER
58116,HYUNDAI,02 - Automobile,SILVER
50378,TOYOTA,02 - Automobile,RED
108762,TOYOTA,02 - Automobile,RED
120835,TOYOTA,02 - Automobile,RED
84435,TOYOTA,02 - Automobile,RED
44088,FORD,02 - Automobile,GREEN
40867,MITSUBISHI,02 - Automobile,SILVER
91286,MITSUBISHI,02 - Automobile,SILVER
113149,MITSUBISHI,02 - Automobile,SILVER
60524,HONDA,02 - Automobile,GOLD
127914,HONDA,02 - Automobile,RED
46764,HONDA,02 - Automobile,RED
75977,DODGE,02 - Automobile,RED
85795,HONDA,02 - Automobile,BLUE
57049,HOND,02 - Automobile,SILVER
39871,HOND,02 - Automobile,SILVER
5666,TOYOTA,02 - Automobile,SILVER
95384,TOYOTA,02 - Automobile,SILVER
93077,ACURA,02 - Automobile,GREEN
127765,ACURA,02 - Automobile,SILVER
60256,NISSAN,02 - Automobile,RED
53311,CHEVROLET,02 - Automobile,BLACK
30556,FORD,02 - Automobile,WHITE
64996,NISSAN,02 - Automobile,BLUE
47799,NISSAN,02 - Automobile,BLUE
28085,CHEVROLET,02 - Automobile,BLACK
7915,TOYOTA,02 - Automobile,TAN
18532,TOYOTA,02 - Automobile,TAN
87211,HONDA,02 - Automobile,SILVER
40277,MERZ,02 - Automobile,TAN
98386,FORD,01 - Motorcycle,WHITE
74857,HOND,02 - Automobile,BLACK
66016,HOND,02 - Automobile,BLACK
37741,HOND,02 - Automobile,SILVER
14974,FORD,02 - Automobile,SILVER
23837,KIA,02 - Automobile,RED
34428,MERZ,02 - Automobile,BLUE
118860,LINCOLN,02 - Automobile,SILVER
70587,HONDA,02 - Automobile,BLACK
79644,HONDA,02 - Automobile,BLACK
126457,INFINITI,02 - Automobile,SILVER
26558,INFINITI,02 - Automobile,SILVER
79797,SUBARU,02 - Automobile,WHITE
121380,TOYOTA,02 - Automobile,BLACK
1248,TOYOTA,02 - Automobile,GREEN
34685,TOYOTA,02 - Automobile,BLACK
115389,TOYOTA,02 - Automobile,GRAY
13864,TOYOTA,02 - Automobile,GRAY
43690,TOYOTA,02 - Automobile,GRAY
7931,TOYOTA,02 - Automobile,WHITE
129496,TOYOTA,02 - Automobile,WHITE
60142,TOYOTA,02 - Automobile,WHITE
77927,CAD,02 - Automobile,BLACK
64933,CAD,02 - Automobile,BLACK
105235,GMC,02 - Automobile,WHITE
116113,HONDA,02 - Automobile,"BLUE, DARK"
94222,HONDA,02 - Automobile,"BLUE, DARK"
2782,LEXUS,02 - Automobile,BLACK
65988,MITSUBUSHI,02 - Automobile,BLACK
78410,SUBURU,02 - Automobile,WHITE
89994,TOY,02 - Automobile,GREEN
94533,FORD,02 - Automobile,GRAY
91297,KIA,02 - Automobile,RED
101895,NISS,02 - Automobile,BLACK
83452,HYUNDAI,28 - Other,N/A
73651,ACURA,02 - Automobile,N/A
69661,TOYT,02 - Automobile,BLUE
51866,TOYT,02 - Automobile,SILVER
110398,HONDA,02 - Automobile,BLACK
94809,CHEVY,05 - Light Duty Truck,WHITE
63154,DODGE,02 - Automobile,WHITE
77002,TOYT,02 - Automobile,SILVER
127426,TOYT,02 - Automobile,BLACK
127973,HYUNDAI,02 - Automobile,BLACK
47723,HONDA,02 - Automobile,BLACK
109480,MERZ,02 - Automobile,BLUE
110145,MERZ,02 - Automobile,BLUE
94613,ACURA,02 - Automobile,SILVER
104877,HONDA,02 - Automobile,WHITE
82157,BUICK,02 - Automobile,BEIGE
7950,VOLVO,01 - Motorcycle,BLACK
113269,SATURN,02 - Automobile,GRAY
44337,FORD,05 - Light Duty Truck,GOLD
24677,HOND,02 - Automobile,SILVER
88525,HONDA,02 - Automobile,GRAY
80068,CHEV,28 - Other,WHITE
21463,MAZD,02 - Automobile,SILVER
19611,TOYOTA,02 - Automobile,SILVER
8396,TOYOTA,02 - Automobile,SILVER
57806,PONTIAC,02 - Automobile,RED
89633,HONDA,02 - Automobile,WHITE
117158,TOYOTA,02 - Automobile,BLACK
51179,TOYOTA,02 - Automobile,BLACK
121592,TOYOTA,02 - Automobile,BLACK
26846,NISSAN,02 - Automobile,SILVER
78645,KIA,02 - Automobile,GRAY
49578,HONDA,02 - Automobile,"BLUE, LIGHT"
114752,SCION,02 - Automobile,GRAY
97661,SCION,02 - Automobile,GRAY
17003,GMC,05 - Light Duty Truck,WHITE
96000,BMW,02 - Automobile,WHITE
81671,BMW,02 - Automobile,WHITE
16733,BMW,02 - Automobile,WHITE
96859,BMW,02 - Automobile,WHITE
15522,BMW,02 - Automobile,WHITE
15707,BMW,02 - Automobile,WHITE
26169,BMW,02 - Automobile,WHITE
117399,HONDA,02 - Automobile,"GREEN, DK"
121112,FORD,02 - Automobile,SILVER
86708,CHRY,02 - Automobile,WHITE
90862,NISSAN,02 - Automobile,BLACK
56038,NISSAN,02 - Automobile,BLACK
1795,NISSAN,02 - Automobile,BLACK
113760,NISSAN,02 - Automobile,BLACK
68915,NISSAN,02 - Automobile,BLACK
97465,NISSAN,02 - Automobile,GRAY
3824,NISS,02 - Automobile,RED
11908,HONDA,02 - Automobile,WHITE
105842,SUBARU,02 - Automobile,RED
101058,CHEVY,02 - Automobile,BLACK
52938,ACURA,02 - Automobile,RED
19954,ACURA,02 - Automobile,RED
119198,NISSAN,02 - Automobile,BLACK
35083,NISSAN,02 - Automobile,BLACK
27117,MERZ,02 - Automobile,BLACK
23412,AUDI,02 - Automobile,GRAY
35199,VOLKS,02 - Automobile,PURPLE
74002,HONDA,02 - Automobile,BLUE
80664,HONDA,02 - Automobile,BLUE
105665,VOLKSWAGON,02 - Automobile,WHITE
78730,VOLKSWAGON,02 - Automobile,WHITE
9493,VOLKSWAGON,02 - Automobile,WHITE
31012,VOLKSWAGON,02 - Automobile,WHITE
18197,VOLKSWAGON,02 - Automobile,WHITE
61346,TOYOTA,02 - Automobile,WHITE
42800,NISS,02 - Automobile,SILVER
57618,CHRYSLER,02 - Automobile,RED
53282,NISSAN,02 - Automobile,BLACK
115578,HYUNDAI,02 - Automobile,BLACK
115438,JEEP,02 - Automobile,SILVER
101251,TOYOTA,02 - Automobile,SILVER
13475,SUBARU,02 - Automobile,GREEN
40749,NISSAN,02 - Automobile,GRAY
63502,TOYOTA,02 - Automobile,"BLUE, LIGHT"
11885,TOYOTA,02 - Automobile,"BLUE, LIGHT"
5963,FORD,02 - Automobile,WHITE
62154,FORD,02 - Automobile,WHITE
102580,FORD,02 - Automobile,WHITE
72342,HONDA,02 - Automobile,RED
113141,CHEVY,02 - Automobile,WHITE
124672,HONDA,02 - Automobile,RED
97608,CHEVY,02 - Automobile,WHITE
91139,HONDA,02 - Automobile,RED
98622,CHEVY,02 - Automobile,WHITE
70381,HONDA,02 - Automobile,RED
89223,CHEVY,02 - Automobile,WHITE
56390,HONDA,02 - Automobile,RED
23811,CHEVY,02 - Automobile,WHITE
21655,HONDA,02 - Automobile,RED
79810,CHEVY,02 - Automobile,WHITE
4375,HONDA,02 - Automobile,RED
50592,HONDA,02 - Automobile,RED
67491,HONDA,02 - Automobile,RED
115676,HYUNDIA,02 - Automobile,BLACK
50111,HONDA,02 - Automobile,WHITE
14912,TOYT,03 - Station Wagon,SILVER
78820,TOYT,03 - Station Wagon,SILVER
23287,TOYT,03 - Station Wagon,SILVER
45340,TOYT,03 - Station Wagon,SILVER
127317,MAZDA,02 - Automobile,BLACK
123434,MAZDA,02 - Automobile,BLACK
113732,MAZDA,02 - Automobile,BLACK
21272,MAZDA,02 - Automobile,BLACK
104974,TOYT,02 - Automobile,SILVER
73647,AUDI,02 - Automobile,SILVER
76151,AUDI,02 - Automobile,SILVER
128791,AUDI,02 - Automobile,SILVER
104244,AUDI,02 - Automobile,SILVER
36278,AUDI,02 - Automobile,SILVER
20350,AUDI,02 - Automobile,SILVER
29189,AUDI,02 - Automobile,SILVER
52405,BMW,02 - Automobile,BLACK
75624,BMW,02 - Automobile,BLACK
93040,NISSAN,02 - Automobile,SILVER
63188,BMW,02 - Automobile,BLACK
51495,BMW,02 - Automobile,BLACK
50629,BMW,02 - Automobile,BLACK
100830,DODGE,02 - Automobile,WHITE
55271,DODGE,02 - Automobile,WHITE
23226,DODGE,02 - Automobile,WHITE
117104,DODGE,02 - Automobile,WHITE
22397,DODGE,02 - Automobile,WHITE
31353,HYUN,02 - Automobile,BLUE
32287,CHEVY,02 - Automobile,WHITE
119724,HONDA,02 - Automobile,BLACK
103393,TOYOTA,02 - Automobile,SILVER
91552,BUICK,02 - Automobile,GREEN
117369,KIA,02 - Automobile,GREEN
34345,HONDA,02 - Automobile,GRAY
113143,VOLVO,02 - Automobile,WHITE
23501,VOLVO,02 - Automobile,WHITE
2899,VOLVO,02 - Automobile,WHITE
8980,VOLVO,02 - Automobile,WHITE
105010,SCION,02 - Automobile,PURPLE
2122,FORD,02 - Automobile,"BLUE, DARK"
90617,CHEV,02 - Automobile,WHITE
29570,HONDA,02 - Automobile,"GREEN, LGT"
123914,CHRYSTLER,02 - Automobile,GRAY
35591,CHRYSTLER,02 - Automobile,GRAY
100507,HONDA,02 - Automobile,SILVER
120891,TOYT,02 - Automobile,SILVER
48371,TOYT,02 - Automobile,SILVER
85876,TOYT,02 - Automobile,SILVER
127480,TOYT,02 - Automobile,SILVER
122047,TOYT,02 - Automobile,SILVER
55398,ACURA,02 - Automobile,BLACK
12617,CHRYSLER,02 - Automobile,GREEN
45092,SAAB,02 - Automobile,SILVER
10996,FORD,02 - Automobile,"BLUE, DARK"
49033,FORD,02 - Automobile,"BLUE, DARK"
93149,FORD,02 - Automobile,"BLUE, DARK"
63316,FORD,02 - Automobile,"BLUE, DARK"
82175,FORD,02 - Automobile,"BLUE, DARK"
38920,FORD,02 - Automobile,"BLUE, DARK"
74644,FORD,02 - Automobile,BLACK
46978,FORD,02 - Automobile,BLACK
112230,TOYOTA,02 - Automobile,GRAY
49054,NISSAN,02 - Automobile,GOLD
13947,TOYT,02 - Automobile,BLUE
81210,MAZDA,02 - Automobile,BLACK
68218,AUDI,02 - Automobile,GRAY
99226,CHEV,02 - Automobile,WHITE
31818,HYUN,02 - Automobile,GRAY
49255,HONDA,02 - Automobile,BROWN
26057,VOLK,02 - Automobile,"BLUE, DARK"
30638,TOYT,02 - Automobile,WHITE
12825,INTERNATIONAL,06 - Heavy Duty Truck,WHITE
59692,CHEV,05 - Light Duty Truck,MAROON
23255,CHEVY,05 - Light Duty Truck,BLACK
34620,TOYOTA,02 - Automobile,BLACK
68512,TOYOTA,03 - Station Wagon,PURPLE
8588,ISUZ,28 - Other,N/A
68334,MACK,28 - Other,N/A
6134,HONDA,02 - Automobile,BLACK
38012,DODGE,05 - Light Duty Truck,BLACK
92881,TOYOTA,02 - Automobile,BLUE
52917,TOYOTA,02 - Automobile,SILVER
107561,CHEVY,02 - Automobile,WHITE
46721,NISSAN,02 - Automobile,BROWN
121020,NISSAN,02 - Automobile,SILVER
93143,VOLKS,02 - Automobile,WHITE
80622,VOLKS,02 - Automobile,WHITE
24633,VOLKS,02 - Automobile,WHITE
39648,HOND,05 - Light Duty Truck,GRAY
49813,HONDA,02 - Automobile,GRAY
119842,HONDA,02 - Automobile,GRAY
91891,HONDA,02 - Automobile,GRAY
18809,HONDA,02 - Automobile,GRAY
38827,HONDA,02 - Automobile,GRAY
72006,HONDA,02 - Automobile,GRAY
24973,TOYOTA,02 - Automobile,MAROON
99173,FORD,02 - Automobile,BLACK
51580,FORD,02 - Automobile,BLACK
95493,FORD,02 - Automobile,BLACK
49958,BMW,03 - Station Wagon,BLACK
9636,JAGUAR,02 - Automobile,"BLUE, LIGHT"
94828,BMW,02 - Automobile,BLUE
127737,BMW,02 - Automobile,BLUE
100519,BMW,02 - Automobile,BLUE
25024,HOND,02 - Automobile,GRAY
87435,HOND,03 - Station Wagon,GRAY
91980,SUSUKI,02 - Automobile,GRAY
43653,CHEV,02 - Automobile,SILVER
24861,HYUN,02 - Automobile,GRAY
97492,VOLK,02 - Automobile,BLACK
19748,HYUN,02 - Automobile,GRAY
76244,NISS,02 - Automobile,GRAY
128599,LEXS,28 - Other,GRAY
12597,BMW,02 - Automobile,GRAY
20798,CHRYSLER,02 - Automobile,GREEN
39335,SAAB,02 - Automobile,SILVER
82993,HONDA,02 - Automobile,SILVER
111990,CHEVROLET,02 - Automobile,SILVER
100873,HONDA,02 - Automobile,BLACK
105138,HONDA,02 - Automobile,SILVER
72052,VOLKSWAGEN,02 - Automobile,WHITE
52847,JEEP,02 - Automobile,SILVER
94788,HONDA,02 - Automobile,BLACK
97299,SCION,02 - Automobile,PURPLE
45520,HONDA,02 - Automobile,MAROON
66856,FORD,02 - Automobile,GRAY
94334,HOND,02 - Automobile,BLUE
12567,TOYT,02 - Automobile,BLACK
122650,TOYT,02 - Automobile,BLACK
57837,TOYT,02 - Automobile,GRAY
88464,HYUN,02 - Automobile,BLUE
82747,NISS,02 - Automobile,BROWN
97155,HOND,02 - Automobile,GRAY
64209,HOND,02 - Automobile,GRAY
121429,SUBA,02 - Automobile,SILVER
124829,MAZD,02 - Automobile,RED
67031,HOND,02 - Automobile,SILVER
102500,TOYOTA,02 - Automobile,BLACK
85603,KIA,02 - Automobile,SILVER
56072,TOYOTA,02 - Automobile,BLACK
126000,ACURA,02 - Automobile,GRAY
52221,HONDA,02 - Automobile,BLUE
26050,TOYT,02 - Automobile,GOLD
48208,HOND,28 - Other,N/A
79402,TOYOTA,02 - Automobile,BLUE
68174,CHRYSLER,02 - Automobile,"BLUE, LIGHT"
47174,CHRYSLER,02 - Automobile,"BLUE, LIGHT"
120471,HYUN,02 - Automobile,WHITE
89562,HYUN,02 - Automobile,WHITE
19975,HONDA,02 - Automobile,"GREEN, LGT"
95994,HONDA,02 - Automobile,"GREEN, LGT"
70856,HONDA,02 - Automobile,"GREEN, LGT"
106983,HONDA,02 - Automobile,"GREEN, LGT"
107750,HONDA,02 - Automobile,GRAY
9194,TOYOTA,02 - Automobile,MAROON
95897,FORD,02 - Automobile,BLACK
76894,FORD,02 - Automobile,BLACK
110578,BMW,03 - Station Wagon,BLACK
89449,LEXUS,03 - Station Wagon,GRAY
49571,LEXUS,03 - Station Wagon,GRAY
113715,TOYOTA,02 - Automobile,GRAY
24730,TOYOTA,02 - Automobile,GRAY
28650,TOYOTA,02 - Automobile,GREEN
10223,TOYOTA,02 - Automobile,GREEN
30639,INTL,05 - Light Duty Truck,WHITE
52748,INTL,05 - Light Duty Truck,WHITE
29143,CHEVY,05 - Light Duty Truck,BLACK
120091,TOYOTA,02 - Automobile,BLACK
45732,TOYOTA,03 - Station Wagon,PURPLE
9880,BMW,02 - Automobile,SILVER
43495,HONDA,02 - Automobile,BLACK
44277,HONDA,02 - Automobile,BLACK
100766,HONDA,02 - Automobile,"BLUE, DARK"
103254,HONDA,02 - Automobile,"BLUE, DARK"
76305,TOYOTA,02 - Automobile,SILVER
62639,TOYOTA,02 - Automobile,SILVER
71978,TOYOTA,02 - Automobile,SILVER
32007,BUICK,02 - Automobile,GREEN
112755,BUICK,02 - Automobile,GREEN
72272,INTERNATIONAL,06 - Heavy Duty Truck,WHITE
54088,HOND,02 - Automobile,BLACK
102205,FORD,02 - Automobile,WHITE
75126,DODGE,02 - Automobile,BLACK
69840,DODGE,02 - Automobile,BLACK
661,CADI,02 - Automobile,BLACK
51456,CADI,02 - Automobile,BLACK
20465,CADI,02 - Automobile,BLACK
76062,CHEVY,02 - Automobile,SILVER
19176,CHEVY,02 - Automobile,SILVER
24903,CHEVY,02 - Automobile,SILVER
87797,AUDI,02 - Automobile,GRAY
67650,VOLKS,02 - Automobile,PURPLE
13165,TOYOTA,02 - Automobile,SILVER
